Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
11/09/2021 9:16:35,b0595c595bd2c052cd05e0283bb37b67c02bd06f,"Fix failing to serialize Collection or Map with inaccessible constructor (#1902)

* Remove UnsafeReflectionAccessor

Revert #1218

Usage of sun.misc.Unsafe to change internal AccessibleObject.override field
to suppress JPMS warnings goes against the intentions of the JPMS and does not
work anymore in newer versions, see #1540.
Therefore remove it and instead create a descriptive exception when making a
member accessible fails. If necessary users can also still use `java` command
line flags to open external modules.

* Fix failing to serialize Collection or Map with inaccessible constructor

Also remove tests which rely on Java implementation details.

* Don't keep reference to access exception of ConstructorConstructor

This also avoids a confusing stack trace, since the previously caught
exception might have had a complete unrelated stack trace.

* Remove Maven toolchain requirement

* Address review feedback

* Add back test for Security Manager",ThrowableFunctionalTest.java,testExceptionWithoutCause,yes,yes,yes,yes,,
,,,,testExceptionWithCause,yes,yes,yes,yes,,
,,,,testSerializedNameOnExceptionFields,yes,yes,yes,yes,,
,,,,testErrorWithoutCause,yes,yes,yes,yes,,
,,,,testErrornWithCause,yes,yes,yes,yes,,
,,,RecursiveTypesResolveTest.java,testIssue603PrintStream,yes,yes,yes,yes,,
,,,,testIssue440WeakReference,yes,yes,yes,yes,,
,,,UnsafeReflectionAccessorTest.java,testMakeAccessibleWithUnsafe,yes,yes,yes,yes,,
,,,,testMakeAccessibleWithRestrictiveSecurityManager,yes,yes,yes,yes,,
04/03/2022 22:00:54,b2b1424582f973457e15f4eeba35cd3c0c0ed2b6,"codegen removal (#2099)

* Delete CodeGenFunctionalTest.java

* codegen removal

* pom.xml update

* email config

* Remove unnecessary space change.

Co-authored-by: Éamonn McManus <emcmanus@google.com>",CodeGenFunctionalTest.java,testGeneratedJson,yes,yes,yes,yes,,
07/29/2022 12:10:54,6d2557d5d1a8ac498f2bcee20e5053c93b33ecce,Remove unused package-private FieldAttributes methods (#2162),FieldAttributesTest.java,testIsSynthetic,yes,yes,yes,yes,,
07/31/2022 16:49:02,a45c55739f4e5eb25e9b67a8b7e2bfad25851fb6,"Improve ArrayTypeAdapter for Object[] (#1716)

* Improve ArrayTypeAdapter for Object[]

* Fix typo in test method names",ArrayTest.java,testMultiDimenstionalObjectArraysSerialization,no,no,no,no,,renamed
08/07/2022 18:00:35,9eb04414c0a7f201d039cdbf9a9ebc4144990d3f,"Improve InternationalizationTest (#1705)

* Improve InternationalizationTest

- Remove ""raw"" tests since after compiling they are the same as the one with
  escape sequences
- Add tests for supplementary code points (> \uFFFF)

* Improve variable names, fix incorrect escape sequences",InternationalizationTest.java,testStringsWithRawChineseCharactersDeserialization,yes,yes,yes,yes,,dropped with new one testing higher level functionality
10/22/2022 11:01:56,66d9621ce87c04a5167ee04097694093b13b514c,"Adjust Record adapter and extend test coverage (#2224)

* Adjust Record adapter and extend test coverage

* Address review feedback

* Make constructor string more concise

* Add tests for Gson default behavior for static fields

* Improve exception for deserializing static final field

Previously it would report ""Unexpected IllegalAccessException occurred...""
due to the uncaught IllegalAccessException.

* Improve handling of exception thrown by accessor

Such an exception is not 'unexpected' (which was claimed by the previous
exception handling) because user code could throw it.

* Improve constructor invocation exception handling and add tests",Java17RecordTest.java,testPrimitiveNullValues,no,no,no,no,,renamed and refactored
03/14/2011 18:22:50,0c35edab6584a01d89ec5533ee6acac8f7002a8b,"Fixed the bug where copyOf() for a ParameterizedTypeHandlerMap was failing when hierarchical type adapters for a sub class and its base class were present.

Fixed previously broken tests to verify the behavior that a hierarchical type adapter for a sub-class can be registered after registering a hierarchical type adapter for the base-class. The vice-versa is not allowed as it would result in hiding the sub-class hierarchical type adapter.",TypeHierarchyAdapterTest.java,testRegisterSubtypeFirst,no,no,no,no,,
09/09/2011 0:04:24,e19672d0a394d552469147e12a70bf81413f0076,Throw the right exceptions when primitives fail to parse.,PrimitiveTest.java,testDeserializingDecimalPointValuesAsIntegerFails,no,no,no,no,,
12/20/2012 1:57:17,6d90f0d894c468bc2f5b1e138ef21174ae644a0b,Make JsonElement TypeAdapterFactory a type hierarchy factory.,DefaultTypeAdaptersTest.java,testNullJsonElementDeserialization,no,no,no,no,,
01/18/2016 14:07:33,c8627c8ab831dec86eeb52fc02600b22c81ba858,Update reader and writer for RFC 7159.,JsonReaderTest.java,testStrictTopLevelValueTypeWithSkipValue,no,no,no,no,,
03/30/2009 13:36:55,e340801d258e18f733620b0fd03d65fffb8df6c3,Moved enum-related tests under EnumTest class.,ObjectTest.java,testClassWithEnumFieldDeserialization,conflict,no,yes,no,,
,,,,testTopLevelEnumSerialization,yes,yes,yes,yes,,
,,,,testTopLevelEnumDeserialization,yes,yes,yes,yes,,
